x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,diagnosis
0.089554428,0.107816185,0.100782474,0.106430939,0.104142153,0.111698391,0.104659412,0.106392719,0.110936753,0.115720686,0
0.088861357,0.095414164,0.090639748,0.093801942,0.098758175,0.096678514,0.101172514,0.09458859,0.098492598,0.100489671,0
0.088098673,0.086396313,0.086489627,0.083947743,0.082364122,0.087819599,0.086879602,0.085629844,0.086328613,0.089895408,0
0.08914039,0.096074037,0.111786615,0.094328233,0.104697467,0.108579901,0.103405967,0.097682722,0.101741075,0.108348059,0
0.088328047,0.085446342,0.086220201,0.090296241,0.085271985,0.091173925,0.092318938,0.097520779,0.097674494,0.097528958,0
0.088278435,0.072755284,0.09600671,0.083621641,0.08662667,0.082599147,0.080178005,0.081236444,0.086577902,0.089227452,0
0.088148958,0.087614827,0.085212563,0.089205766,0.096487275,0.096250564,0.091431368,0.095082346,0.088303713,0.092430281,0
0.087688331,0.073718168,0.076439594,0.077559241,0.074353836,0.078063446,0.075588396,0.07447583,0.079112205,0.071188646,0
0.087943197,0.078788548,0.079147164,0.074572477,0.069746216,0.070475028,0.075409182,0.075747004,0.076720173,0.078679475,0
0.08846032,0.085237522,0.084830153,0.091174458,0.096331408,0.107014741,0.086663835,0.079442516,0.084299614,0.084014515,0
0.08863724,0.091711327,0.08879284,0.098628983,0.0993697,0.109673956,0.10014762,0.097504881,0.095413269,0.096440146,0
0.088818777,0.098454298,0.095778369,0.086640434,0.089183019,0.093210261,0.089889978,0.096728106,0.095802768,0.100898854,0
0.088500782,0.094343207,0.087577624,0.089529799,0.099723781,0.099523614,0.094306708,0.101078733,0.095740325,0.096667112,0
0.087802738,0.073183287,0.074684793,0.074998551,0.075606711,0.07157795,0.076822652,0.075253222,0.075954457,0.079359743,0
0.086948802,0.056948729,0.056515226,0.054244491,0.06006474,0.06544344,0.067037472,0.067056826,0.064385842,0.063917785,0
0.087282288,0.071698182,0.063682265,0.070670801,0.070617043,0.066473049,0.072111137,0.074499493,0.077637569,0.071364752,0
0.088597178,0.08909215,0.094460748,0.088017648,0.087708346,0.071526534,0.07762535,0.082676412,0.085644177,0.090393739,0
0.088238495,0.083350803,0.099101551,0.082351159,0.095983161,0.097923644,0.085267966,0.072372289,0.076016383,0.072792656,0
0.088923186,0.091492737,0.092018487,0.089564015,0.09314573,0.090775684,0.0960311,0.092303071,0.097457713,0.095195949,0
0.08827951,0.091106914,0.085393866,0.094960851,0.08777324,0.075629798,0.079124773,0.081620223,0.081526686,0.086324236,0
0.088822651,0.093016966,0.091315778,0.08484918,0.081088548,0.087055036,0.094247705,0.093531565,0.097001586,0.098354867,0
0.088917762,0.098069574,0.095043288,0.0934289,0.098653319,0.106419534,0.102926861,0.10233691,0.093804,0.098679316,0
0.088542344,0.093929854,0.103633376,0.101354287,0.094259781,0.10050502,0.095859165,0.084748798,0.086159453,0.086856983,0
0.088418501,0.083695166,0.084266466,0.084415044,0.095297401,0.090311905,0.094799084,0.092719673,0.091341394,0.083155321,0
0.088294815,0.090329564,0.0826489,0.09035651,0.078866479,0.077405794,0.08008444,0.085840573,0.089038461,0.083564823,0
0.088701348,0.111378794,0.105147649,0.111473924,0.12772502,0.098452135,0.105619041,0.096629807,0.098486825,0.094437689,0
0.089166697,0.108137311,0.101774146,0.101534147,0.098862873,0.103576908,0.100828701,0.099478598,0.099869886,0.099053789,0
0.089161192,0.108228222,0.093188933,0.104603318,0.09784133,0.100695161,0.107062302,0.113334722,0.105853605,0.099025326,0
0.088712397,0.094708552,0.09270728,0.096492954,0.074526307,0.074264778,0.079698653,0.083507822,0.085320058,0.089184886,0
0.08930618,0.104570319,0.116501005,0.09845621,0.099140223,0.102788419,0.099232106,0.100695576,0.103350118,0.105493165,0
0.088037338,0.091422455,0.086520372,0.096934701,0.08582428,0.082190949,0.08708973,0.083071391,0.080427418,0.077272633,0
0.08794486,0.087705605,0.083378875,0.083599928,0.082544747,0.074453239,0.080183355,0.083280172,0.086404996,0.080960142,0
0.088821331,0.105493113,0.105918943,0.110758054,0.076600644,0.082953588,0.082529634,0.085124484,0.087487686,0.092310727,0
0.088228554,0.08491848,0.083184859,0.081786582,0.07396275,0.072707249,0.079321494,0.073529288,0.075158817,0.080022739,0
0.089503418,0.110205346,0.101388317,0.098942862,0.101405412,0.105371376,0.105647347,0.099284666,0.100726804,0.097734262,0
0.089143516,0.11377547,0.105063452,0.113377558,0.104388216,0.094528209,0.096010419,0.098884095,0.090755939,0.096041244,0
0.08838905,0.086090848,0.087464546,0.090202488,0.087782052,0.084832815,0.088998008,0.09621333,0.083130322,0.086008903,0
0.087655693,0.082884694,0.076380521,0.0783133,0.086256969,0.077571818,0.078577357,0.081096169,0.084032054,0.083133722,0
0.088104406,0.091122571,0.089005127,0.097402854,0.072702284,0.078342843,0.074731285,0.076671951,0.08079988,0.081487121,0
0.088586571,0.101095371,0.099046375,0.104685282,0.106460238,0.087832194,0.079671296,0.085653335,0.08293175,0.079611898,0
0.087549326,0.074907365,0.077256835,0.087969397,0.084942189,0.086914717,0.087338323,0.085504658,0.075825124,0.069919052,0
0.089581725,0.110497129,0.109603942,0.097853542,0.103184076,0.113457807,0.098553521,0.099770011,0.101636343,0.107386409,0
0.089502826,0.105730236,0.108716411,0.102663408,0.085415173,0.089560391,0.094023107,0.094411231,0.099990966,0.096923419,0
0.088928658,0.097833929,0.093169699,0.099131019,0.097179174,0.096685168,0.103509256,0.104575906,0.096935399,0.098040182,0
0.08890875,0.092434492,0.104861633,0.084046322,0.086164191,0.094440863,0.086058579,0.089480511,0.092399151,0.089561566,0
0.088371087,0.080011943,0.088214107,0.079076975,0.085182032,0.076949417,0.081792497,0.087591176,0.088851846,0.08771217,0
0.087243849,0.068725011,0.070750501,0.071141657,0.075854786,0.078196143,0.082623159,0.079373802,0.080159149,0.085179034,0
0.087607953,0.068550503,0.06991173,0.069556907,0.070249625,0.072042336,0.07526345,0.073127518,0.077188938,0.082030337,0
0.088411985,0.094794086,0.09170968,0.094393402,0.084735922,0.082141686,0.084422728,0.083345536,0.08732246,0.081078116,0
0.086804061,0.052795677,0.055808516,0.057722592,0.055374784,0.062317206,0.056767391,0.059210403,0.055132218,0.058284211,0
0.089133151,0.09629908,0.102942099,0.093512952,0.0889641,0.090665834,0.093017246,0.094144971,0.099526355,0.093967441,0
0.088012333,0.076765109,0.088651848,0.078585622,0.085791616,0.07847249,0.08088374,0.079521877,0.081670981,0.079397128,0
0.088121639,0.088262357,0.087464187,0.086911716,0.085576522,0.093099175,0.079974325,0.085442168,0.085778513,0.08220202,0
0.088149065,0.080919756,0.081189055,0.080837938,0.085816041,0.080362555,0.082603059,0.080971703,0.08243439,0.082907491,0
0.089308325,0.103873755,0.101531622,0.108976927,0.121902939,0.111273594,0.107439889,0.097994552,0.100703643,0.102985191,0
0.087726653,0.073174855,0.077601641,0.07540011,0.06361989,0.066355776,0.069828263,0.072771514,0.07130729,0.072595448,0
0.089128777,0.108775243,0.087398563,0.092224183,0.104991057,0.101395386,0.106138216,0.113091461,0.11249374,0.113965832,0
0.088189525,0.075265842,0.07551765,0.079069465,0.082591417,0.084430637,0.091555772,0.083022411,0.086070664,0.08866778,0
0.088465652,0.087220471,0.08232363,0.086014993,0.083169009,0.084972033,0.084665935,0.087839962,0.086903053,0.08375285,0
0.088032738,0.083952009,0.087826998,0.092531446,0.077272033,0.082931542,0.079274436,0.080563478,0.080387971,0.080611632,0
0.087315056,0.071051507,0.067596295,0.06898548,0.068806488,0.070354924,0.069026718,0.072104385,0.074160693,0.072804882,0
0.088370231,0.073542378,0.072391604,0.082827446,0.089122242,0.085509545,0.092578111,0.083731634,0.079064862,0.076675795,0
0.08891199,0.089751534,0.09149234,0.09575041,0.103041433,0.086015155,0.081276899,0.08445482,0.089797574,0.090891238,0
0.089020037,0.104656782,0.101300085,0.096549521,0.104910652,0.110369338,0.110355223,0.114475083,0.116407345,0.10527985,0
0.087294231,0.06222786,0.0655598,0.064590587,0.064997852,0.070311975,0.069418758,0.068311622,0.065866297,0.065305923,0
0.089615075,0.095456874,0.097031452,0.101149078,0.111838942,0.10231562,0.096511314,0.094935199,0.095685329,0.097309126,0
0.087672814,0.073182084,0.07246594,0.077252759,0.076714937,0.083551965,0.088454367,0.090156588,0.089237821,0.081507005,0
0.087225667,0.064191138,0.061379655,0.064437613,0.065937071,0.06380952,0.068047769,0.072969109,0.076232836,0.072604925,0
0.088114632,0.084571666,0.098185261,0.083595762,0.096632505,0.094293261,0.095826281,0.098306205,0.102933255,0.093638735,0
0.088137105,0.071769615,0.087668362,0.079177928,0.084895263,0.091091695,0.088940684,0.083860037,0.085105449,0.088563036,0
0.087393404,0.069253588,0.064884205,0.070402721,0.077839919,0.07941162,0.081572581,0.07800525,0.072744688,0.072446737,0
0.088553469,0.084342422,0.087556313,0.093222734,0.09565621,0.096006819,0.094521689,0.09469458,0.095800121,0.0895062,1
0.088672274,0.08451866,0.092100976,0.08627209,0.086434076,0.084441664,0.089424839,0.086233639,0.086484703,0.092147595,1
0.088040145,0.075722773,0.077086616,0.07952215,0.073189714,0.078645209,0.081994183,0.082676186,0.084069079,0.088809867,1
0.088660907,0.09583113,0.090889388,0.095369222,0.08763751,0.089750282,0.088016241,0.093857574,0.09953282,0.094149397,1
0.086497341,0.045427734,0.055535138,0.052340456,0.056213163,0.0571409,0.055280558,0.05794789,0.055186247,0.053372517,1
0.089381993,0.099655096,0.091928439,0.10439115,0.104044579,0.11672907,0.112843544,0.107306094,0.107719963,0.110047428,1
0.089042054,0.097647624,0.093043883,0.100010827,0.098556533,0.106616964,0.113309222,0.105234862,0.109360702,0.105145341,1
0.088333862,0.081250235,0.086622751,0.082345555,0.08932568,0.085741156,0.082161077,0.084531729,0.081482488,0.08237244,1
0.089214762,0.107690161,0.106745949,0.10180496,0.113530724,0.112358919,0.103343231,0.109691827,0.110607139,0.106396666,1
0.087509404,0.067635876,0.069701981,0.071419931,0.074752746,0.070454905,0.075275866,0.079954639,0.078826063,0.079562095,1
0.088535772,0.090906864,0.081623585,0.084308776,0.080457923,0.084477031,0.079672412,0.085702437,0.084373845,0.086849267,1
0.087761363,0.075589019,0.069943864,0.072161701,0.074815102,0.071460654,0.076899631,0.079595344,0.079708578,0.07794632,1
0.088304063,0.077525291,0.079719529,0.081318397,0.092384264,0.091856105,0.082885866,0.087953678,0.08648599,0.09091736,1
0.087861474,0.074556286,0.083080692,0.068259043,0.077854971,0.073109291,0.076227804,0.076171984,0.079478215,0.080519345,1
0.088223783,0.083727015,0.086753145,0.083772762,0.079575845,0.074072563,0.077784291,0.07495562,0.079446522,0.083665867,1
0.088442978,0.08757879,0.087048733,0.08400419,0.097022393,0.103518759,0.102089787,0.083823619,0.087374115,0.092785817,1
0.088812458,0.092246901,0.087396399,0.088744104,0.091632487,0.095789626,0.100022466,0.090993156,0.094593377,0.09309764,1
0.087877019,0.070879734,0.082495602,0.071233723,0.077548896,0.071034724,0.076176052,0.075962406,0.079150307,0.078565164,1
0.088641005,0.096623235,0.091540931,0.102618851,0.083059243,0.092505787,0.086060073,0.092222368,0.09296473,0.091813167,1
0.088778389,0.090530287,0.100391491,0.090787784,0.09068552,0.093267032,0.092234664,0.09243354,0.08743848,0.087930499,1
0.088265996,0.086240576,0.082697992,0.084713926,0.081721676,0.071752816,0.073935758,0.079275988,0.081457927,0.080806057,1
0.089713871,0.109200223,0.107505491,0.115015069,0.101710151,0.101342035,0.102280885,0.108147994,0.111766573,0.110473791,1
0.089081918,0.095709688,0.096668691,0.100371628,0.109635681,0.091245336,0.087350241,0.092038918,0.095654811,0.096523827,1
0.088012715,0.089304937,0.074403123,0.079294592,0.081663327,0.086067835,0.0792844,0.081933618,0.080939049,0.079828235,1
0.088594252,0.095886369,0.100224895,0.080096322,0.092704633,0.090505279,0.095520148,0.08059105,0.083482269,0.086788639,1
0.087414231,0.073122107,0.07149684,0.066516652,0.064354289,0.070047703,0.073879139,0.073366015,0.069446757,0.07013521,1
0.088667347,0.096982649,0.097372573,0.092278322,0.091493045,0.102894581,0.101612929,0.107429696,0.09858106,0.101636412,1
0.0882293,0.085740267,0.081868229,0.07668518,0.085520153,0.094337668,0.086470775,0.089782389,0.087444556,0.082611835,1
0.088071535,0.085447436,0.079573974,0.083944476,0.083915812,0.082997459,0.079720051,0.0842795,0.076117914,0.076747123,1
0.089329817,0.098150712,0.111915277,0.100929123,0.105152947,0.101244985,0.108369377,0.111334018,0.101795801,0.106562565,1
0.089233091,0.098989985,0.095198477,0.105556026,0.09915422,0.095233438,0.100816461,0.098336878,0.099156674,0.101907577,1
0.08801556,0.084305509,0.077575189,0.081978414,0.080757106,0.082225217,0.083108599,0.075840084,0.078138894,0.080903029,1
0.088744664,0.083377239,0.089595628,0.089265441,0.091244825,0.090590581,0.093706056,0.090560718,0.096100934,0.091507137,1
0.088716514,0.08462506,0.088740956,0.079107792,0.091817348,0.087858436,0.092041726,0.095274276,0.092481536,0.093640323,1
0.088226225,0.077165329,0.092721008,0.080257645,0.081368731,0.074148731,0.079635429,0.081749705,0.07772335,0.082697234,1
0.088134364,0.108312567,0.081664968,0.094068211,0.100673218,0.084428604,0.091671365,0.079361787,0.078162148,0.08272022,1
0.087639979,0.068931142,0.072697495,0.071133043,0.061750862,0.067864273,0.067332066,0.069637443,0.064178573,0.065466475,1
0.08755334,0.078505818,0.070847522,0.07628599,0.072720193,0.073715629,0.073824116,0.073702566,0.072790678,0.07507938,1
0.088341571,0.083342123,0.090155431,0.094161344,0.080850689,0.086619552,0.087429473,0.086725009,0.086152081,0.081274471,1
0.089548933,0.101010851,0.111131796,0.101976039,0.099723777,0.092307632,0.093425506,0.093535887,0.100037032,0.104173179,1
0.087706496,0.070529056,0.070438972,0.07466063,0.081256902,0.072443947,0.074178116,0.077238427,0.081924748,0.080956436,1
0.087716362,0.082964003,0.077801561,0.084071371,0.065827367,0.071317591,0.075999919,0.074485908,0.076095278,0.077311665,1
0.087004353,0.062893215,0.068551294,0.067061677,0.062091746,0.069434202,0.055318448,0.057213561,0.057770261,0.059829285,1
0.089355986,0.114997301,0.10824116,0.1089834,0.102500001,0.106732025,0.102021954,0.109670614,0.094077347,0.100161099,1
0.087704155,0.07657362,0.073941759,0.075620538,0.069208247,0.07238999,0.072939561,0.075724416,0.076311083,0.079605772,1
0.088858803,0.095248053,0.104088925,0.097304464,0.078513772,0.079512329,0.083044359,0.085299143,0.089296862,0.091867309,1
0.088163534,0.078062084,0.082023655,0.078934112,0.090040347,0.078797651,0.08314204,0.086007513,0.078765697,0.081239947,1
0.088234054,0.093497046,0.084433587,0.095861694,0.078327005,0.081785962,0.082577539,0.08328093,0.080257381,0.079918219,1
0.088080576,0.081287424,0.078818363,0.086037291,0.092431368,0.087655937,0.080914748,0.083200974,0.086964808,0.089290838,1
0.08773088,0.070930342,0.074289003,0.077102853,0.084921469,0.083629264,0.077539631,0.080307283,0.074467454,0.077861329,1
0.087748131,0.08367302,0.078753569,0.087566737,0.077308947,0.081502666,0.088299156,0.081930979,0.083616875,0.077037716,1
0.087590661,0.075692691,0.074057416,0.073272538,0.079108748,0.087154218,0.082171184,0.083658113,0.083113161,0.079459186,1
0.088307024,0.081580778,0.076465958,0.08706548,0.087477127,0.087050453,0.092492845,0.081586154,0.080584889,0.085049832,1
0.089410998,0.110364075,0.108978792,0.103664595,0.104839745,0.111994956,0.113756777,0.108400041,0.109322929,0.108524495,1
0.088789884,0.097166654,0.097321038,0.094850208,0.097231698,0.101513266,0.103424445,0.106258515,0.109426043,0.092069339,1
0.089921905,0.114520672,0.119197694,0.116961152,0.112744936,0.118085793,0.118207958,0.118662634,0.103691613,0.104715346,1
0.089136765,0.091980283,0.093134997,0.09907029,0.100523989,0.100047714,0.10096031,0.101617835,0.1036527,0.101075806,1
